Charades_v1_480,Q18ZQ.mp4, 480x360 [SAR 1:1 DAR 4:3], 25 fps, 44100 Hz
Charades_v1_480,GMSTS.mp4, 270x480 [SAR 406:405 DAR 203:360], 29.91 fps, 44100 Hz
Charades_v1_480,XOIEY.mp4, 480x360, 23.98 fps, 44100 Hz
Charades_v1_480,FHPRK.mp4, 360x480 [SAR 1:1 DAR 3:4], 26.73 fps, 44100 Hz
Charades_v1_480,LNEAG.mp4, 480x270 [SAR 1:1 DAR 16:9], 24 fps, 44100 Hz
Charades_v1_480,ANXB8.mp4, 480x270 [SAR 1:1 DAR 16:9], 30 fps, 44100 Hz
Charades_v1_480,ULAWO.mp4, 270x480 [SAR 406:405 DAR 203:360], 30 fps, 44100 Hz
Charades_v1_480,2BUDH.mp4, 270x480 [SAR 406:405 DAR 203:360], 25.63 fps, 44100 Hz
Charades_v1_480,JISS4.mp4, 270x480 [SAR 406:405 DAR 203:360], 29.32 fps, 44100 Hz
Charades_v1_480,9ESSY.mp4, 480x360 [SAR 1:1 DAR 4:3], 30 fps, 44100 Hz
Charades_v1_480,JSY2I.mp4, 270x480 [SAR 1:1 DAR 9:16], 30 fps, 48000 Hz
Charades_v1_480,N1DAP.mp4, 480x270 [SAR 1:1 DAR 16:9], 30 fps, 44100 Hz
Charades_v1_480,GADLP.mp4, 270x480, 29.97 fps, 44100 Hz
Charades_v1_480,AZ5JS.mp4, 480x270 [SAR 1:1 DAR 16:9], 25 fps, 44100 Hz
Charades_v1_480,WWCQE.mp4, 270x480 [SAR 406:405 DAR 203:360], 28.82 fps, 44100 Hz
Charades_v1_480,1TW98.mp4, 480x270 [SAR 639:640 DAR 71:40], 30 fps, 44100 Hz
Charades_v1_480,RVVDR.mp4, 480x270 [SAR 1281:1280 DAR 427:240], 29.97 fps, 44100 Hz
Charades_v1_480,VLYM4.mp4, 480x360 [SAR 1:1 DAR 4:3], 15 fps, 44100 Hz
Charades_v1_480,V3CWF.mp4, 480x270 [SAR 1:1 DAR 16:9], 29.97 fps, 44100 Hz
Charades_v1_480,U33ZS.mp4, 360x480 [SAR 1:1 DAR 3:4], 30 fps, 44100 Hz
Charades_v1_480,EM1K2.mp4, 270x480 [SAR 406:405 DAR 203:360], 28.97 fps, 44100 Hz
Charades_v1_480,N42Q1.mp4, 270x480 [SAR 406:405 DAR 203:360], 16.64 fps, 44100 Hz
Charades_v1_480,3GXB7.mp4, 480x270 [SAR 1:1 DAR 16:9], 29 fps, 44100 Hz
Charades_v1_480,OUAIS.mp4, 480x318 [SAR 1:1 DAR 80:53], 30 fps, 44100 Hz
Charades_v1_480,2DDGF.mp4, 360x480 [SAR 1:1 DAR 3:4], 24.05 fps, 44100 Hz
Charades_v1_480,94HKL.mp4, 360x480 [SAR 1:1 DAR 3:4], 24.04 fps, 44100 Hz
Charades_v1_480,FRGXE.mp4, 270x480 [SAR 406:405 DAR 203:360], 16.65 fps, 44100 Hz
Charades_v1_480,6KI0S.mp4, 480x270 [SAR 1:1 DAR 16:9], 29.97 fps, 44100 Hz
Charades_v1_480,QDRWK.mp4, 270x480 [SAR 406:405 DAR 203:360], 25.87 fps, 44100 Hz
Charades_v1_480,NMC5N.mp4, 480x270 [SAR 1:1 DAR 16:9], 29.84 fps, 44100 Hz
Charades_v1_480,0RJKT.mp4, 360x480 [SAR 1:1 DAR 3:4], 25 fps, 44100 Hz
Charades_v1_480,F9RY4.mp4, 480x360 [SAR 1:1 DAR 4:3], 30 fps, 44100 Hz
Charades_v1_480,0G0YF.mp4, 480x270 [SAR 1:1 DAR 16:9], 24 fps, 44100 Hz
Charades_v1_480,U9UI8.mp4, 480x360 [SAR 1:1 DAR 4:3], 30 fps, 44100 Hz
Charades_v1_480,9632M.mp4, 270x480 [SAR 406:405 DAR 203:360], 29.36 fps, 44100 Hz
Charades_v1_480,XY4C7.mp4, 270x480 [SAR 1216:1215 DAR 76:135], 23.83 fps, 44100 Hz
Charades_v1_480,VAAXH.mp4, 480x270 [SAR 1:1 DAR 16:9], 29.97 fps, 44100 Hz
Charades_v1_480,C4KQS.mp4, 480x360 [SAR 1:1 DAR 4:3], 30 fps, 44100 Hz
Charades_v1_480,883AD.mp4, 480x270 [SAR 1:1 DAR 16:9], 29.97 fps, 44100 Hz
Charades_v1_480,YOOHJ.mp4, 270x480 [SAR 406:405 DAR 203:360], 30 fps, 44100 Hz
Charades_v1_480,DJ87X.mp4, 480x270 [SAR 1:1 DAR 16:9], 29.85 fps, 44100 Hz
Charades_v1_480,MYQZJ.mp4, 270x480 [SAR 1216:1215 DAR 76:135], 29.90 fps, 44100 Hz
Charades_v1_480,KW0K8.mp4, 360x480 [SAR 1:1 DAR 3:4], 9.97 fps, 44100 Hz
Charades_v1_480,T2S96.mp4, 480x360 [SAR 1:1 DAR 4:3], 29.97 fps, 44100 Hz
Charades_v1_480,6PL9Z.mp4, 480x270 [SAR 1:1 DAR 16:9], 29.97 fps, 44100 Hz
Charades_v1_480,KNXCB.mp4, 270x480 [SAR 406:405 DAR 203:360], 8.24 fps, 44100 Hz
Charades_v1_480,MUK89.mp4, 480x270 [SAR 1:1 DAR 16:9], 29.91 fps, 44100 Hz
Charades_v1_480,XYTEU.mp4, 480x270 [SAR 1:1 DAR 16:9], 29.97 fps, 44100 Hz
Charades_v1_480,43CCM.mp4, 320x480 [SAR 1:1 DAR 2:3], 16.94 fps, 44100 Hz
Charades_v1_480,98KNP.mp4, 320x480 [SAR 1:1 DAR 2:3], 10.27 fps, 44100 Hz
Charades_v1_480,2XJG9.mp4, 480x270 [SAR 1:1 DAR 16:9], 30 fps, 44100 Hz
Charades_v1_480,RTIP8.mp4, 360x480 [SAR 1:1 DAR 3:4], 29.11 fps, 44100 Hz
Charades_v1_480,I8WPI.mp4, 480x270 [SAR 1:1 DAR 16:9], 29.91 fps, 44100 Hz
Charades_v1_480,ALJ7B.mp4, 480x270 [SAR 1:1 DAR 16:9], 30 fps, 44100 Hz
Charades_v1_480,J5FLP.mp4, 480x268 [SAR 268:267 DAR 160:89], 14.33 fps, 44100 Hz
Charades_v1_480,S2S7I.mp4, 480x270 [SAR 1:1 DAR 16:9], 14.99 fps, 44100 Hz
Charades_v1_480,8W829.mp4, 480x270 [SAR 1:1 DAR 16:9], 29.86 fps, 44100 Hz
Charades_v1_480,21F9H.mp4, 272x480 [SAR 1:1 DAR 17:30], 14.95 fps, 44100 Hz
Charades_v1_480,7UGF7.mp4, 480x318 [SAR 1:1 DAR 80:53], 30 fps, 44100 Hz
Charades_v1_480,YZ8HK.mp4, 480x270 [SAR 1:1 DAR 16:9], 30 fps, 44100 Hz
Charades_v1_480,8L9LQ.mp4, 480x270, 29.97 fps, 44100 Hz
Charades_v1_480,QUGLP.mp4, 480x270 [SAR 1:1 DAR 16:9], 30 fps, 44100 Hz
Charades_v1_480,CA5OI.mp4, 480x270 [SAR 1:1 DAR 16:9], 25 fps, 44100 Hz
Charades_v1_480,VVTJJ.mp4, 270x480 [SAR 406:405 DAR 203:360], 23.98 fps, 44100 Hz
Charades_v1_480,9I42K.mp4, 480x270, 29.97 fps, 44100 Hz
Charades_v1_480,EQ4GN.mp4, 270x480 [SAR 406:405 DAR 203:360], 30 fps, 44100 Hz
Charades_v1_480,0QHR4.mp4, 320x480 [SAR 1:1 DAR 2:3], 10.43 fps, 44100 Hz
Charades_v1_480,CEL4V.mp4, 360x480 [SAR 1:1 DAR 3:4], 9.98 fps, 44100 Hz
Charades_v1_480,GV0L7.mp4, 270x480 [SAR 1216:1215 DAR 76:135], 30 fps, 44100 Hz
Charades_v1_480,OBO40.mp4, 270x480 [SAR 406:405 DAR 203:360], 8.26 fps, 44100 Hz
Charades_v1_480,RVLLF.mp4, 480x360 [SAR 1:1 DAR 4:3], 30 fps, 44100 Hz
Charades_v1_480,X8JVY.mp4, 480x270 [SAR 1281:1280 DAR 427:240], 29.97 fps, 44100 Hz
Charades_v1_480,KA09C.mp4, 480x360, 30 fps, 48000 Hz
Charades_v1_480,JFSJF.mp4, 480x270 [SAR 1:1 DAR 16:9], 30 fps, 44100 Hz
Charades_v1_480,UHDEF.mp4, 480x360 [SAR 1:1 DAR 4:3], 29.97 fps, 44100 Hz
Charades_v1_480,0G50G.mp4, 480x270 [SAR 1:1 DAR 16:9], 29.66 fps, 44100 Hz
Charades_v1_480,2JTRG.mp4, 480x270 [SAR 1:1 DAR 16:9], 30 fps, 44100 Hz
Charades_v1_480,MJX48.mp4, 480x270 [SAR 1281:1280 DAR 427:240], 29.97 fps, 44100 Hz
Charades_v1_480,BZ5N5.mp4, 480x270 [SAR 1281:1280 DAR 427:240], 29.97 fps, 44100 Hz
Charades_v1_480,02SKC.mp4, 360x480 [SAR 1:1 DAR 3:4], 30 fps, 44100 Hz
Charades_v1_480,UR55B.mp4, 480x270 [SAR 1:1 DAR 16:9], 16.65 fps, 44100 Hz
Charades_v1_480,ZUU2X.mp4, 320x480 [SAR 1:1 DAR 2:3], 30 fps, 44100 Hz
Charades_v1_480,VNMNF.mp4, 480x270 [SAR 1:1 DAR 16:9], 15 fps, 44100 Hz
Charades_v1_480,IOZ8J.mp4, 480x270 [SAR 1:1 DAR 16:9], 30 fps, 44100 Hz
Charades_v1_480,9VK0J.mp4, 360x480 [SAR 1:1 DAR 3:4], 28.52 fps, 44100 Hz
Charades_v1_480,6AGSX.mp4, 480x360 [SAR 1:1 DAR 4:3], 29.97 fps, 44100 Hz
Charades_v1_480,QQY8T.mp4, 480x272 [SAR 901:900 DAR 53:30], 29.97 fps, 44100 Hz
Charades_v1_480,NEQHK.mp4, 480x270 [SAR 1:1 DAR 16:9], 29.97 fps, 44100 Hz
Charades_v1_480,HXQ55.mp4, 360x480 [SAR 1:1 DAR 3:4], 30 fps, 44100 Hz
Charades_v1_480,EOUCM.mp4, 480x270 [SAR 1:1 DAR 16:9], 29.76 fps, 44100 Hz
Charades_v1_480,J4QHT.mp4, 320x480 [SAR 1:1 DAR 2:3], 6.13 fps, 44100 Hz
Charades_v1_480,G183W.mp4, 320x480 [SAR 1:1 DAR 2:3], 10.26 fps, 44100 Hz
Charades_v1_480,03M0K.mp4, 480x270 [SAR 1:1 DAR 16:9], 29.88 fps, 44100 Hz
Charades_v1_480,9X6DL.mp4, 480x360 [SAR 1:1 DAR 4:3], 25 fps, 44100 Hz
Charades_v1_480,YNRI0.mp4, 270x480 [SAR 1:1 DAR 9:16], 29.45 fps, 48000 Hz
Charades_v1_480,KVONB.mp4, 480x360 [SAR 1:1 DAR 4:3], 25 fps, 44100 Hz
Charades_v1_480,WREDC.mp4, 480x270 [SAR 1:1 DAR 16:9], 30 fps, 44100 Hz
Charades_v1_480,GEJPM.mp4, 480x270 [SAR 1:1 DAR 16:9], 29.37 fps, 44100 Hz
Charades_v1_480,4ZNNP.mp4, 480x360 [SAR 1:1 DAR 4:3], 30 fps, 44100 Hz
Charades_v1_480,R5L98.mp4, 480x360 [SAR 1:1 DAR 4:3], 30 fps, 44100 Hz
Charades_v1_480,7W66P.mp4, 480x360 [SAR 1:1 DAR 4:3], 30 fps, 48000 Hz
Charades_v1_480,JP7V4.mp4, 480x270 [SAR 1281:1280 DAR 427:240], 29.97 fps, 44100 Hz
Charades_v1_480,2ZINN.mp4, 480x270, 29.97 fps, 44100 Hz
Charades_v1_480,DOQ9Y.mp4, 480x270 [SAR 1:1 DAR 16:9], 30 fps, 48000 Hz
Charades_v1_480,HVZUQ.mp4, 272x480 [SAR 1:1 DAR 17:30], 14.99 fps, 44100 Hz
Charades_v1_480,BV28R.mp4, 480x318 [SAR 1:1 DAR 80:53], 30 fps, 44100 Hz
Charades_v1_480,58Z9R.mp4, 480x270 [SAR 1:1 DAR 16:9], 18.11 fps, 44100 Hz
Charades_v1_480,DMANO.mp4, 480x270 [SAR 1:1 DAR 16:9], 25 fps, 44100 Hz
Charades_v1_480,OBT3Q.mp4, 360x480 [SAR 1:1 DAR 3:4], 24.06 fps, 44100 Hz
Charades_v1_480,TCI7K.mp4, 270x480 [SAR 406:405 DAR 203:360], 30 fps, 44100 Hz
Charades_v1_480,A0PVR.mp4, 480x270 [SAR 1:1 DAR 16:9], 29.97 fps, 44100 Hz
Charades_v1_480,YJ06D.mp4, 480x270 [SAR 1:1 DAR 16:9], 30 fps, 44100 Hz
Charades_v1_480,ISTQI.mp4, 480x270 [SAR 1:1 DAR 16:9], 29.97 fps, 44100 Hz
Charades_v1_480,M3OMM.mp4, 480x270 [SAR 1:1 DAR 16:9], 14.18 fps, 44100 Hz
Charades_v1_480,CPRBC.mp4, 270x480 [SAR 1216:1215 DAR 76:135], 29.39 fps, 44100 Hz
Charades_v1_480,KKEX0.mp4, 270x480 [SAR 406:405 DAR 203:360], 16.65 fps, 44100 Hz
Charades_v1_480,SV6KF.mp4, 270x480 [SAR 1216:1215 DAR 76:135], 23.98 fps, 44100 Hz
Charades_v1_480,8YNSB.mp4, 480x270 [SAR 1:1 DAR 16:9], 29.93 fps, 44100 Hz
Charades_v1_480,JV524.mp4, 270x480 [SAR 1216:1215 DAR 76:135], 24 fps, 44100 Hz
Charades_v1_480,IKZN3.mp4, 480x360 [SAR 1:1 DAR 4:3], 29.97 fps, 44100 Hz
Charades_v1_480,4YBN9.mp4, 480x320 [SAR 1:1 DAR 3:2], 30 fps, 44100 Hz
Charades_v1_480,3C8OG.mp4, 480x360 [SAR 1:1 DAR 4:3], 30 fps, 44100 Hz
Charades_v1_480,J3SQC.mp4, 270x480 [SAR 1:1 DAR 9:16], 29.97 fps, 44100 Hz
Charades_v1_480,FRSBQ.mp4, 360x480 [SAR 1:1 DAR 3:4], 30 fps, 44100 Hz
Charades_v1_480,HOI88.mp4, 480x360, 24 fps, 48000 Hz
Charades_v1_480,FTETB.mp4, 480x270 [SAR 1:1 DAR 16:9], 29.97 fps, 44100 Hz
Charades_v1_480,6YTAJ.mp4, 480x320 [SAR 1:1 DAR 3:2], 29.97 fps, 44100 Hz
Charades_v1_480,T5GRP.mp4, 480x270 [SAR 1:1 DAR 16:9], 16.67 fps, 44100 Hz
Charades_v1_480,FRLW2.mp4, 480x360 [SAR 1:1 DAR 4:3], 30 fps, 44100 Hz
Charades_v1_480,5NG8W.mp4, 480x270 [SAR 1:1 DAR 16:9], 30 fps, 44100 Hz
Charades_v1_480,BVS2Z.mp4, 480x270 [SAR 1:1 DAR 16:9], 29.97 fps, 44100 Hz
Charades_v1_480,J27HW.mp4, 480x270 [SAR 1:1 DAR 16:9], 30 fps, 44100 Hz
Charades_v1_480,W1CG2.mp4, 320x480 [SAR 1:1 DAR 2:3], 23.98 fps, 44100 Hz
Charades_v1_480,ODD3K.mp4, 480x270 [SAR 1:1 DAR 16:9], 30 fps, 44100 Hz
Charades_v1_480,RXF2Q.mp4, 480x270 [SAR 1:1 DAR 16:9], 20 fps, 44100 Hz
Charades_v1_480,GL7ER.mp4, 480x360, 24 fps, 48000 Hz
Charades_v1_480,Q7YXN.mp4, 480x270 [SAR 1:1 DAR 16:9], 29.97 fps, 44100 Hz
Charades_v1_480,U9KYC.mp4, 360x480 [SAR 1:1 DAR 3:4], 30 fps, 44100 Hz
Charades_v1_480,42UH8.mp4, 480x360 [SAR 1:1 DAR 4:3], 15 fps, 44100 Hz
Charades_v1_480,R7107.mp4, 480x270 [SAR 1:1 DAR 16:9], 29.92 fps, 48000 Hz
Charades_v1_480,SMVKB.mp4, 480x270 [SAR 1:1 DAR 16:9], 14.99 fps, 44100 Hz
Charades_v1_480,8BSG7.mp4, 480x270 [SAR 1:1 DAR 16:9], 25 fps, 44100 Hz
Charades_v1_480,AD9MO.mp4, 480x320 [SAR 1:1 DAR 3:2], 29.97 fps, 44100 Hz
Charades_v1_480,JJON5.mp4, 270x480 [SAR 406:405 DAR 203:360], 10 fps, 44100 Hz
Charades_v1_480,MJYTA.mp4, 270x480 [SAR 404:405 DAR 101:180], 23.98 fps, 44100 Hz
Charades_v1_480,CF55N.mp4, 360x480 [SAR 1:1 DAR 3:4], 29.97 fps, 44100 Hz
Charades_v1_480,9RZ97.mp4, 480x270 [SAR 1:1 DAR 16:9], 29.97 fps, 44100 Hz
Charades_v1_480,36WU0.mp4, 480x270 [SAR 1:1 DAR 16:9], 30 fps, 44100 Hz
Charades_v1_480,1KJI0.mp4, 480x270 [SAR 1281:1280 DAR 427:240], 29.97 fps, 44100 Hz
Charades_v1_480,J06YV.mp4, 480x270, 29.97 fps, 48000 Hz
Charades_v1_480,OXEMQ.mp4, 480x270 [SAR 1:1 DAR 16:9], 29.97 fps, 44100 Hz
Charades_v1_480,WHJ70.mp4, 480x272 [SAR 901:900 DAR 53:30], 29.97 fps, 44100 Hz
Charades_v1_480,IADJE.mp4, 480x360 [SAR 1:1 DAR 4:3], 29.92 fps, 44100 Hz
Charades_v1_480,MS3E8.mp4, 480x270 [SAR 1:1 DAR 16:9], 29.97 fps, 44100 Hz
Charades_v1_480,8LVCL.mp4, 320x480 [SAR 1:1 DAR 2:3], 6.13 fps, 44100 Hz
Charades_v1_480,JC9SA.mp4, 480x270 [SAR 1:1 DAR 16:9], 24 fps, 44100 Hz
Charades_v1_480,MNBEI.mp4, 480x270 [SAR 1:1 DAR 16:9], 25 fps, 44100 Hz
Charades_v1_480,AXYF9.mp4, 270x480 [SAR 1:1 DAR 9:16], 29.97 fps, 44100 Hz
Charades_v1_480,A3AV0.mp4, 480x360 [SAR 1:1 DAR 4:3], 25 fps, 44100 Hz
Charades_v1_480,0WGTG.mp4, 480x270 [SAR 1:1 DAR 16:9], 16.64 fps, 44100 Hz
Charades_v1_480,79VVK.mp4, 480x270 [SAR 1:1 DAR 16:9], 29.97 fps, 48000 Hz
Charades_v1_480,UK5AT.mp4, 480x270 [SAR 1:1 DAR 16:9], 30 fps, 44100 Hz
Charades_v1_480,YPRUL.mp4, 320x480 [SAR 1:1 DAR 2:3], 17 fps, 44100 Hz
Charades_v1_480,CD11G.mp4, 270x480 [SAR 1216:1215 DAR 76:135], 25.83 fps, 44100 Hz
Charades_v1_480,7WIKW.mp4, 360x480 [SAR 1:1 DAR 3:4], 29.97 fps, 44100 Hz
Charades_v1_480,SXDG5.mp4, 480x270 [SAR 1:1 DAR 16:9], 30 fps, 48000 Hz
Charades_v1_480,LNWWJ.mp4, 480x360 [SAR 1:1 DAR 4:3], 25 fps, 44100 Hz
Charades_v1_480,2STCL.mp4, 360x480, 24 fps, 48000 Hz
Charades_v1_480,DHR83.mp4, 480x270 [SAR 1:1 DAR 16:9], 29.97 fps, 44100 Hz
Charades_v1_480,R2G6S.mp4, 480x270 [SAR 1:1 DAR 16:9], 30 fps, 44100 Hz
Charades_v1_480,Z1H81.mp4, 480x270 [SAR 1:1 DAR 16:9], 16.64 fps, 44100 Hz
Charades_v1_480,7KHIH.mp4, 480x270 [SAR 1:1 DAR 16:9], 15 fps, 44100 Hz
Charades_v1_480,93EOJ.mp4, 270x480 [SAR 406:405 DAR 203:360], 30 fps, 44100 Hz
Charades_v1_480,4NHRT.mp4, 270x480 [SAR 406:405 DAR 203:360], 16.64 fps, 44100 Hz
Charades_v1_480,H46LQ.mp4, 360x480 [SAR 1:1 DAR 3:4], 15 fps, 48000 Hz
Charades_v1_480,O0349.mp4, 270x480 [SAR 406:405 DAR 203:360], 29.89 fps, 44100 Hz
Charades_v1_480,0IKE9.mp4, 480x270 [SAR 1:1 DAR 16:9], 29.86 fps, 44100 Hz
Charades_v1_480,OQSXX.mp4, 480x270 [SAR 1281:1280 DAR 427:240], 29.97 fps, 44100 Hz
Charades_v1_480,8M5VK.mp4, 480x270 [SAR 1:1 DAR 16:9], 29.33 fps, 44100 Hz
Charades_v1_480,83654.mp4, 480x270 [SAR 1:1 DAR 16:9], 29.97 fps, 44100 Hz
Charades_v1_480,MKBH8.mp4, 480x360 [SAR 1:1 DAR 4:3], 30.01 fps, 44100 Hz
Charades_v1_480,UG6NT.mp4, 480x270 [SAR 1:1 DAR 16:9], 29.97 fps, 44100 Hz
Charades_v1_480,D9DSH.mp4, 480x360 [SAR 1:1 DAR 4:3], 15.07 fps, 44100 Hz
Charades_v1_480,VTAX3.mp4, 480x270 [SAR 1:1 DAR 16:9], 24.43 fps, 44100 Hz
Charades_v1_480,QC4R2.mp4, 480x270 [SAR 1:1 DAR 16:9], 29.97 fps, 44100 Hz
Charades_v1_480,J5ZZQ.mp4, 270x480 [SAR 406:405 DAR 203:360], 24.82 fps, 44100 Hz
Charades_v1_480,HQGEJ.mp4, 480x360 [SAR 1:1 DAR 4:3], 28.92 fps, 44100 Hz
Charades_v1_480,H3XC1.mp4, 480x360 [SAR 1:1 DAR 4:3], 25 fps, 44100 Hz
Charades_v1_480,O45BC.mp4, 360x480 [SAR 1:1 DAR 3:4], 29.97 fps, 44100 Hz
Charades_v1_480,ZSL58.mp4, 480x270 [SAR 1:1 DAR 16:9], 15.30 fps, 44100 Hz
Charades_v1_480,4C31V.mp4, 480x270 [SAR 1:1 DAR 16:9], 30 fps, 44100 Hz
Charades_v1_480,9207X.mp4, 480x272 [SAR 901:900 DAR 53:30], 29.97 fps, 44100 Hz
Charades_v1_480,4BIMI.mp4, 270x480 [SAR 1216:1215 DAR 76:135], 24.11 fps, 44100 Hz
Charades_v1_480,7ZCXJ.mp4, 480x270 [SAR 1:1 DAR 16:9], 29.97 fps, 44100 Hz
Charades_v1_480,Y2EID.mp4, 270x480 [SAR 406:405 DAR 203:360], 25 fps, 44100 Hz
Charades_v1_480,EHIOY.mp4, 360x480 [SAR 1:1 DAR 3:4], 30 fps, 44100 Hz
Charades_v1_480,BGQIF.mp4, 480x270 [SAR 1:1 DAR 16:9], 29.42 fps, 44100 Hz
Charades_v1_480,FTWBB.mp4, 270x480 [SAR 1216:1215 DAR 76:135], 30 fps, 44100 Hz
Charades_v1_480,55UAT.mp4, 480x270 [SAR 1:1 DAR 16:9], 29.97 fps, 44100 Hz
Charades_v1_480,P0DXX.mp4, 480x270 [SAR 1:1 DAR 16:9], 29.97 fps, 44100 Hz
Charades_v1_480,WV9FZ.mp4, 360x480 [SAR 1:1 DAR 3:4], 30 fps, 44100 Hz
Charades_v1_480,ABFGZ.mp4, 480x270 [SAR 1:1 DAR 16:9], 29.97 fps, 44100 Hz
Charades_v1_480,3GY40.mp4, 480x360 [SAR 1:1 DAR 4:3], 30 fps, 44100 Hz
Charades_v1_480,EGVGL.mp4, 480x270 [SAR 1281:1280 DAR 427:240], 24 fps, 44100 Hz
Charades_v1_480,Y9WZW.mp4, 480x270 [SAR 1:1 DAR 16:9], 29.40 fps, 44100 Hz
Charades_v1_480,KA8IR.mp4, 360x480, 24 fps, 48000 Hz
Charades_v1_480,DS5J7.mp4, 480x270 [SAR 1:1 DAR 16:9], 30 fps, 44100 Hz
Charades_v1_480,5FSDB.mp4, 360x480 [SAR 1:1 DAR 3:4], 25 fps, 48000 Hz
Charades_v1_480,ANAR5.mp4, 480x270 [SAR 1:1 DAR 16:9], 29.97 fps, 44100 Hz
Charades_v1_480,VJ3B5.mp4, 360x480 [SAR 1:1 DAR 3:4], 30 fps, 44100 Hz
Charades_v1_480,4ZDSO.mp4, 480x270 [SAR 1:1 DAR 16:9], 29.97 fps, 44100 Hz
Charades_v1_480,U77L6.mp4, 480x360 [SAR 1:1 DAR 4:3], 29.97 fps, 44100 Hz
Charades_v1_480,GS3M4.mp4, 480x360, 30 fps, 48000 Hz
Charades_v1_480,39850.mp4, 480x272 [SAR 901:900 DAR 53:30], 29.97 fps, 44100 Hz
Charades_v1_480,NBV2S.mp4, 480x270 [SAR 1:1 DAR 16:9], 25 fps, 44100 Hz
Charades_v1_480,CG7FL.mp4, 270x480 [SAR 1:1 DAR 9:16], 29.92 fps, 48000 Hz
Charades_v1_480,DFD3T.mp4, 480x270 [SAR 1:1 DAR 16:9], 29.97 fps, 44100 Hz
Charades_v1_480,XXDHJ.mp4, 270x480 [SAR 1:1 DAR 9:16], 29.25 fps, 44100 Hz
Charades_v1_480,CL29C.mp4, 480x270, 29.97 fps, 44100 Hz
Charades_v1_480,2ODLD.mp4, 480x360 [SAR 1:1 DAR 4:3], 25 fps, 44100 Hz
Charades_v1_480,LWRKS.mp4, 480x270 [SAR 1:1 DAR 16:9], 29.86 fps, 44100 Hz
Charades_v1_480,UG8WG.mp4, 480x270 [SAR 1:1 DAR 16:9], 15.08 fps, 44100 Hz
Charades_v1_480,O5JIS.mp4, 360x480 [SAR 1:1 DAR 3:4], 25 fps, 48000 Hz
Charades_v1_480,TKRIZ.mp4, 480x270 [SAR 1:1 DAR 16:9], 30 fps, 44100 Hz
Charades_v1_480,7RI1Y.mp4, 480x270 [SAR 1:1 DAR 16:9], 30.02 fps, 48000 Hz
Charades_v1_480,T2EIY.mp4, 270x480 [SAR 406:405 DAR 203:360], 24.20 fps, 44100 Hz
Charades_v1_480,5EFZ1.mp4, 480x270 [SAR 1281:1280 DAR 427:240], 29.97 fps, 44100 Hz
Charades_v1_480,27DCQ.mp4, 480x360 [SAR 1:1 DAR 4:3], 24 fps, 44100 Hz
Charades_v1_480,UL65N.mp4, 480x360 [SAR 1:1 DAR 4:3], 24.93 fps, 44100 Hz
Charades_v1_480,UBDB5.mp4, 480x360 [SAR 1:1 DAR 4:3], 15.08 fps, 44100 Hz
Charades_v1_480,1MZJF.mp4, 480x270 [SAR 1:1 DAR 16:9], 24 fps, 44100 Hz
Charades_v1_480,4G3ZF.mp4, 480x270 [SAR 1:1 DAR 16:9], 14.99 fps, 44100 Hz
Charades_v1_480,MFXZD.mp4, 480x360, 24 fps, 48000 Hz
Charades_v1_480,YNF6O.mp4, 480x270 [SAR 1:1 DAR 16:9], 15.03 fps, 44100 Hz
Charades_v1_480,9HNRY.mp4, 360x480 [SAR 1:1 DAR 3:4], 30 fps, 44100 Hz
Charades_v1_480,13IS9.mp4, 480x270 [SAR 1:1 DAR 16:9], 30 fps, 44100 Hz
Charades_v1_480,W8P6Q.mp4, 480x270 [SAR 1:1 DAR 16:9], 30 fps, 44100 Hz
Charades_v1_480,YVOM4.mp4, 480x360 [SAR 1:1 DAR 4:3], 25 fps, 44100 Hz
Charades_v1_480,MU6UQ.mp4, 270x480 [SAR 406:405 DAR 203:360], 30 fps, 44100 Hz
Charades_v1_480,PWC0F.mp4, 480x360 [SAR 1:1 DAR 4:3], 25 fps, 44100 Hz
Charades_v1_480,KSAGF.mp4, 480x318 [SAR 1:1 DAR 80:53], 30 fps, 44100 Hz
Charades_v1_480,H5CJD.mp4, 480x270 [SAR 1:1 DAR 16:9], 10.75 fps, 44100 Hz
Charades_v1_480,V29QF.mp4, 270x480 [SAR 406:405 DAR 203:360], 29.88 fps, 44100 Hz
Charades_v1_480,NHSAW.mp4, 270x480 [SAR 1216:1215 DAR 76:135], 20.14 fps, 44100 Hz
Charades_v1_480,FN0F8.mp4, 480x270 [SAR 1:1 DAR 16:9], 29.68 fps, 48000 Hz
Charades_v1_480,T0WKT.mp4, 480x360 [SAR 1:1 DAR 4:3], 30 fps, 44100 Hz
Charades_v1_480,0UBYY.mp4, 320x480 [SAR 1:1 DAR 2:3], 10.27 fps, 44100 Hz
Charades_v1_480,6MCD9.mp4, 480x270 [SAR 639:640 DAR 71:40], 24 fps, 44100 Hz
Charades_v1_480,4A28I.mp4, 480x270 [SAR 1:1 DAR 16:9], 30 fps, 44100 Hz
Charades_v1_480,94HB1.mp4, 480x270 [SAR 1:1 DAR 16:9], 29.97 fps, 44100 Hz
Charades_v1_480,0L07S.mp4, 480x360 [SAR 1:1 DAR 4:3], 25 fps, 44100 Hz
Charades_v1_480,3MV13.mp4, 320x480 [SAR 1:1 DAR 2:3], 6.11 fps, 44100 Hz
Charades_v1_480,NO9MI.mp4, 480x270 [SAR 1:1 DAR 16:9], 29.97 fps, 44100 Hz
